feedback_id,event_id,student_id,rating,feedback_text,sentiment
FB00366,E042,S0262,2,"In my opinion, The content was as expected.",NEUTRAL
FB00367,E040,S0244,3,"For this event, The session was average.",NEUTRAL
FB00368,E100,S0368,4,The workshop was excellent and very informative.,POSITIVE
FB00369,E050,S0256,2,The workshop covered the expected topics.,NEUTRAL
FB00370,E035,S0472,3,"From my experience, The content was as expected.",NEUTRAL
FB00371,E023,S0305,1,The organization was poor.,NEGATIVE
FB00372,E025,S0027,2,"Overall, The event was fine.",NEUTRAL
FB00373,E012,S0307,5,"For this event, Great event with practical examples.",POSITIVE
FB00374,E067,S0479,3,"From my experience, The event was fine.",NEUTRAL
FB00375,E039,S0174,2,"In my opinion, The venue was uncomfortable and crowded.",NEGATIVE
FB00376,E010,S0214,5,"For this event, The session was well organized and useful.",POSITIVE
FB00377,E097,S0040,1,"In my opinion, The speaker did not explain the topic clearly.",NEGATIVE
FB00378,E030,S0275,4,"For this event, The content was interesting and engaging.",POSITIVE
FB00379,E028,S0040,1,"In my opinion, The session was not useful.",NEGATIVE
FB00380,E099,S0067,4,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00381,E018,S0387,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00382,E009,S0142,1,The venue was too crowded.,NEGATIVE
FB00383,E013,S0470,2,The workshop covered the expected topics.,NEUTRAL
FB00384,E019,S0319,2,"For this event, The organization was poor.",NEGATIVE
FB00385,E078,S0262,3,"From my experience, The event was conducted normally.",NEUTRAL
FB00386,E029,S0215,5,Great event with practical examples.,POSITIVE
FB00387,E096,S0230,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00388,E047,S0355,2,"For this event, There were problems with the arrangements.",NEGATIVE
FB00389,E089,S0314,2,The workshop covered the expected topics.,NEUTRAL
FB00390,E088,S0330,4,"Overall, The content was interesting and engaging.",POSITIVE
FB00391,E099,S0297,4,The content was interesting and engaging.,POSITIVE
FB00392,E089,S0019,5,"In my opinion, The session was well organized and useful.",POSITIVE
FB00393,E044,S0468,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00394,E081,S0187,4,"For this event, Great event with practical examples.",POSITIVE
FB00395,E068,S0425,4,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00396,E061,S0494,5,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00397,E076,S0057,5,"Overall, I really enjoyed this event and learned a lot.",POSITIVE
FB00398,E042,S0377,5,"In my opinion, The content was interesting and engaging.",POSITIVE
FB00399,E097,S0431,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00400,E084,S0001,1,"In my opinion, The event started very late.",NEGATIVE
FB00401,E096,S0350,5,I really enjoyed this event and learned a lot.,POSITIVE
FB00402,E072,S0068,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00403,E090,S0183,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00404,E022,S0045,4,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00405,E036,S0106,2,"From my experience, The event started very late.",NEGATIVE
FB00406,E052,S0097,5,"For this event, The session was well organized and useful.",POSITIVE
FB00407,E086,S0232,3,"Overall, The workshop was okay.",NEUTRAL
FB00408,E065,S0388,4,"In my opinion, Great event with practical examples.",POSITIVE
FB00409,E021,S0202,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00410,E052,S0217,4,"From my experience, Great event with practical examples.",POSITIVE
FB00411,E042,S0319,4,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00412,E060,S0039,4,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00413,E025,S0470,2,The speaker did not explain the topic clearly.,NEGATIVE
FB00414,E066,S0347,2,"In my opinion, The event was fine.",NEUTRAL
FB00415,E034,S0350,4,"In my opinion, Great event with practical examples.",POSITIVE
FB00416,E060,S0281,3,The event was fine.,NEUTRAL
FB00417,E028,S0447,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00418,E088,S0139,4,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00419,E047,S0057,5,"From my experience, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00420,E097,S0394,1,The organization was poor.,NEGATIVE
FB00421,E067,S0159,3,"Overall, The workshop covered the expected topics.",NEUTRAL
FB00422,E094,S0309,4,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00423,E007,S0376,2,"In my opinion, The session was not useful.",NEGATIVE
FB00424,E053,S0212,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00425,E002,S0131,5,"In my opinion, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00426,E049,S0053,2,"From my experience, The organization was poor.",NEGATIVE
FB00427,E099,S0340,2,"From my experience, The venue was too crowded.",NEGATIVE
FB00428,E096,S0200,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00429,E023,S0424,3,"In my opinion, The workshop covered the expected topics.",NEUTRAL
FB00430,E088,S0227,4,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00431,E088,S0420,5,The event was very helpful for my studies.,POSITIVE
FB00432,E018,S0456,4,"For this event, The content was interesting and engaging.",POSITIVE
FB00433,E006,S0475,5,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00434,E034,S0224,5,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00435,E036,S0262,4,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00436,E009,S0225,4,The content was interesting and engaging.,POSITIVE
FB00437,E092,S0104,1,"Overall, The event was disappointing.",NEGATIVE
FB00438,E073,S0260,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00439,E076,S0082,3,"For this event, The event was conducted normally.",NEUTRAL
FB00440,E051,S0351,5,I really enjoyed this event and learned a lot.,POSITIVE
FB00441,E073,S0297,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00442,E038,S0371,4,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00443,E061,S0022,1,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00444,E024,S0189,5,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00445,E099,S0166,5,"From my experience, The content was interesting and engaging.",POSITIVE
FB00446,E019,S0356,1,There were problems with the arrangements.,NEGATIVE
FB00447,E031,S0200,1,"Overall, The organization was poor.",NEGATIVE
FB00448,E041,S0375,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00449,E019,S0374,2,"For this event, The content was as expected.",NEUTRAL
FB00450,E004,S0367,5,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00451,E047,S0117,5,The content was interesting and engaging.,POSITIVE
FB00452,E055,S0257,1,"For this event, The organization was poor.",NEGATIVE
FB00453,E073,S0068,5,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00454,E060,S0033,2,"Overall, The session was satisfactory.",NEUTRAL
FB00455,E083,S0330,1,"For this event, The organization was poor.",NEGATIVE
FB00456,E097,S0188,4,Great event with practical examples.,POSITIVE
FB00457,E082,S0350,5,The event was very helpful for my studies.,POSITIVE
FB00458,E026,S0320,5,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00459,E062,S0454,2,"For this event, The event was neither good nor bad.",NEUTRAL
FB00460,E039,S0205,2,"From my experience, The organization was poor.",NEGATIVE
FB00461,E033,S0171,4,Great event with practical examples.,POSITIVE
FB00462,E078,S0480,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00463,E052,S0025,3,"In my opinion, The session was average.",NEUTRAL
FB00464,E034,S0367,2,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00465,E023,S0322,2,"From my experience, The workshop covered the expected topics.",NEUTRAL
FB00466,E032,S0489,4,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00467,E071,S0085,1,"In my opinion, The venue was uncomfortable and crowded.",NEGATIVE
FB00468,E039,S0341,5,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00469,E076,S0020,4,"Overall, I really enjoyed this event and learned a lot.",POSITIVE
FB00470,E070,S0453,3,"For this event, The event was conducted normally.",NEUTRAL
FB00471,E005,S0185,4,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00472,E003,S0377,2,"From my experience, The session was average.",NEUTRAL
FB00473,E008,S0160,4,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00474,E039,S0012,5,Great event with practical examples.,POSITIVE
FB00475,E002,S0178,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00476,E082,S0486,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00477,E051,S0306,2,"Overall, The session was average.",NEUTRAL
FB00478,E007,S0421,5,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00479,E030,S0174,2,The venue was uncomfortable and crowded.,NEGATIVE
FB00480,E096,S0432,5,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00481,E066,S0219,5,"Overall, The event was very helpful for my studies.",POSITIVE
FB00482,E001,S0202,3,"In my opinion, The content was as expected.",NEUTRAL
FB00483,E015,S0283,3,"For this event, The workshop covered the expected topics.",NEUTRAL
FB00484,E086,S0375,2,"For this event, The session was average.",NEUTRAL
FB00485,E053,S0246,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00486,E052,S0370,5,The content was interesting and engaging.,POSITIVE
FB00487,E048,S0183,4,The content was interesting and engaging.,POSITIVE
FB00488,E034,S0151,4,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00489,E091,S0035,1,"In my opinion, The organization was poor.",NEGATIVE
FB00490,E021,S0159,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00491,E084,S0177,2,"Overall, The content was as expected.",NEUTRAL
FB00492,E058,S0317,1,"From my experience, The event was disappointing.",NEGATIVE
FB00493,E060,S0168,2,"From my experience, The event was disappointing.",NEGATIVE
FB00494,E068,S0408,5,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00495,E059,S0029,5,The session was well organized and useful.,POSITIVE
FB00496,E082,S0483,2,"From my experience, The event started very late.",NEGATIVE
FB00497,E034,S0144,1,"In my opinion, The venue was too crowded.",NEGATIVE
FB00498,E073,S0215,1,The event was disappointing.,NEGATIVE
FB00499,E041,S0461,4,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00500,E037,S0154,2,"For this event, The session was average.",NEUTRAL
FB00501,E041,S0310,5,"In my opinion, The content was interesting and engaging.",POSITIVE
FB00502,E074,S0386,4,"From my experience, The speaker explained the concepts clearly.",POSITIVE
FB00503,E039,S0500,1,"For this event, The venue was too crowded.",NEGATIVE
FB00504,E053,S0456,4,"From my experience, The content was interesting and engaging.",POSITIVE
FB00505,E077,S0260,2,"Overall, The session was not useful.",NEGATIVE
FB00506,E037,S0201,5,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00507,E071,S0259,4,"For this event, The content was interesting and engaging.",POSITIVE
FB00508,E070,S0372,5,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00509,E019,S0415,1,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00510,E025,S0458,2,"Overall, The event was conducted normally.",NEUTRAL
FB00511,E074,S0049,2,"From my experience, The organization was poor.",NEGATIVE
FB00512,E086,S0195,2,"For this event, The event was disappointing.",NEGATIVE
FB00513,E064,S0310,1,"For this event, The venue was uncomfortable and crowded.",NEGATIVE
FB00514,E063,S0198,4,"For this event, The event was very helpful for my studies.",POSITIVE
FB00515,E091,S0232,4,"For this event, The session was well organized and useful.",POSITIVE
FB00516,E087,S0279,3,"From my experience, The session was satisfactory.",NEUTRAL
FB00517,E018,S0115,5,Great event with practical examples.,POSITIVE
FB00518,E050,S0483,1,"In my opinion, There were problems with the arrangements.",NEGATIVE
FB00519,E046,S0311,5,"For this event, The content was interesting and engaging.",POSITIVE
FB00520,E066,S0070,5,The content was interesting and engaging.,POSITIVE
FB00521,E032,S0045,2,"From my experience, The event was fine.",NEUTRAL
FB00522,E074,S0076,4,"Overall, The content was interesting and engaging.",POSITIVE
FB00523,E026,S0351,2,"For this event, The event was disappointing.",NEGATIVE
FB00524,E053,S0036,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00525,E096,S0269,4,The workshop was excellent and very informative.,POSITIVE
FB00526,E095,S0141,5,"Overall, The event was very helpful for my studies.",POSITIVE
FB00527,E074,S0282,4,The event was very helpful for my studies.,POSITIVE
FB00528,E097,S0066,5,The session was well organized and useful.,POSITIVE
FB00529,E036,S0115,1,"In my opinion, The venue was uncomfortable and crowded.",NEGATIVE
FB00530,E011,S0429,3,"From my experience, The workshop covered the expected topics.",NEUTRAL
FB00531,E097,S0115,5,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00532,E092,S0278,2,"For this event, The venue was uncomfortable and crowded.",NEGATIVE
FB00533,E014,S0265,2,"In my opinion, The content was as expected.",NEUTRAL
FB00534,E020,S0092,5,"For this event, The content was interesting and engaging.",POSITIVE
FB00535,E040,S0240,3,"In my opinion, The event was fine.",NEUTRAL
FB00536,E012,S0105,5,The speaker explained the concepts clearly.,POSITIVE
FB00537,E033,S0202,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00538,E007,S0318,2,"In my opinion, The event was fine.",NEUTRAL
FB00539,E086,S0370,2,The content was as expected.,NEUTRAL
FB00540,E080,S0470,3,"In my opinion, The session was satisfactory.",NEUTRAL
FB00541,E017,S0082,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00542,E095,S0124,2,"Overall, The event was fine.",NEUTRAL
FB00543,E062,S0018,2,"From my experience, The event was fine.",NEUTRAL
FB00544,E067,S0189,3,"For this event, The workshop was okay.",NEUTRAL
FB00545,E057,S0348,5,"From my experience, Great event with practical examples.",POSITIVE
FB00546,E087,S0349,1,The session was not useful.,NEGATIVE
FB00547,E067,S0475,2,"For this event, The event was conducted normally.",NEUTRAL
FB00548,E060,S0203,5,"For this event, The event was very helpful for my studies.",POSITIVE
FB00549,E060,S0317,3,"For this event, The event was conducted normally.",NEUTRAL
FB00550,E009,S0178,2,"Overall, There were problems with the arrangements.",NEGATIVE
FB00551,E047,S0196,3,"For this event, The content was as expected.",NEUTRAL
FB00552,E090,S0293,5,"From my experience, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00553,E089,S0044,3,"For this event, The session was satisfactory.",NEUTRAL
FB00554,E019,S0347,2,"Overall, The venue was too crowded.",NEGATIVE
FB00555,E037,S0104,5,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00556,E049,S0003,2,"Overall, The speaker did not explain the topic clearly.",NEGATIVE
FB00557,E007,S0411,5,"Overall, I really enjoyed this event and learned a lot.",POSITIVE
FB00558,E016,S0407,3,"From my experience, The event was fine.",NEUTRAL
FB00559,E057,S0498,4,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00560,E070,S0117,4,Great event with practical examples.,POSITIVE
FB00561,E040,S0066,2,"For this event, The workshop covered the expected topics.",NEUTRAL
FB00562,E018,S0427,4,"For this event, The session was well organized and useful.",POSITIVE
FB00563,E027,S0195,1,"From my experience, The session was not useful.",NEGATIVE
FB00564,E027,S0104,3,The event was neither good nor bad.,NEUTRAL
FB00565,E075,S0313,2,"In my opinion, The venue was uncomfortable and crowded.",NEGATIVE
FB00566,E017,S0350,2,"Overall, The event was fine.",NEUTRAL
FB00567,E005,S0077,5,"For this event, The event was very helpful for my studies.",POSITIVE
FB00568,E040,S0392,4,"In my opinion, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00569,E047,S0467,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00570,E032,S0493,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00571,E063,S0435,4,"From my experience, The content was interesting and engaging.",POSITIVE
FB00572,E095,S0217,4,"Overall, The event was very helpful for my studies.",POSITIVE
FB00573,E030,S0072,5,"Overall, The event was very helpful for my studies.",POSITIVE
FB00574,E018,S0493,1,"For this event, There were problems with the arrangements.",NEGATIVE
FB00575,E003,S0420,5,"From my experience, The content was interesting and engaging.",POSITIVE
FB00576,E049,S0493,1,"In my opinion, The event started very late.",NEGATIVE
FB00577,E072,S0319,2,"In my opinion, The workshop was okay.",NEUTRAL
FB00578,E055,S0413,2,"For this event, There were problems with the arrangements.",NEGATIVE
FB00579,E030,S0353,1,The event was disappointing.,NEGATIVE
FB00580,E020,S0218,2,"Overall, The organization was poor.",NEGATIVE
FB00581,E016,S0108,2,"Overall, The session was satisfactory.",NEUTRAL
FB00582,E020,S0315,2,"In my opinion, The organization was poor.",NEGATIVE
FB00583,E022,S0278,3,"In my opinion, The content was as expected.",NEUTRAL
FB00584,E074,S0069,3,The event was fine.,NEUTRAL
FB00585,E022,S0419,2,"From my experience, The session was average.",NEUTRAL
FB00586,E038,S0129,2,The content was as expected.,NEUTRAL
FB00587,E037,S0497,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00588,E085,S0484,3,"From my experience, The session was satisfactory.",NEUTRAL
FB00589,E072,S0475,2,"For this event, The venue was uncomfortable and crowded.",NEGATIVE
FB00590,E003,S0433,5,"For this event, The content was interesting and engaging.",POSITIVE
FB00591,E092,S0149,5,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00592,E026,S0011,5,"From my experience, The content was interesting and engaging.",POSITIVE
FB00593,E043,S0066,4,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00594,E059,S0322,4,Great event with practical examples.,POSITIVE
FB00595,E069,S0192,3,"For this event, The event was neither good nor bad.",NEUTRAL
FB00596,E095,S0267,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00597,E084,S0393,3,"For this event, The event was conducted normally.",NEUTRAL
FB00598,E008,S0130,3,"Overall, The content was as expected.",NEUTRAL
FB00599,E086,S0484,5,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00600,E057,S0260,4,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00601,E040,S0335,3,"For this event, The workshop covered the expected topics.",NEUTRAL
FB00602,E026,S0210,3,"For this event, The event was neither good nor bad.",NEUTRAL
FB00603,E052,S0091,1,"From my experience, The speaker did not explain the topic clearly.",NEGATIVE
FB00604,E078,S0376,2,"In my opinion, The event was disappointing.",NEGATIVE
FB00605,E013,S0377,5,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00606,E075,S0094,2,"Overall, The session was average.",NEUTRAL
FB00607,E027,S0235,5,The event was very helpful for my studies.,POSITIVE
FB00608,E077,S0072,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00609,E019,S0119,4,The session was well organized and useful.,POSITIVE
FB00610,E063,S0339,4,The workshop was excellent and very informative.,POSITIVE
FB00611,E014,S0084,2,The workshop covered the expected topics.,NEUTRAL
FB00612,E078,S0050,4,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00613,E007,S0428,5,"For this event, The session was well organized and useful.",POSITIVE
FB00614,E061,S0287,2,"From my experience, The event started very late.",NEGATIVE
FB00615,E063,S0221,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00616,E079,S0466,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00617,E030,S0490,4,"For this event, The session was well organized and useful.",POSITIVE
FB00618,E081,S0341,1,"In my opinion, The organization was poor.",NEGATIVE
FB00619,E082,S0033,1,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00620,E032,S0138,4,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00621,E019,S0333,2,"From my experience, The session was not useful.",NEGATIVE
FB00622,E058,S0447,1,The venue was too crowded.,NEGATIVE
FB00623,E090,S0448,3,"For this event, The session was satisfactory.",NEUTRAL
FB00624,E081,S0398,1,"For this event, The event was disappointing.",NEGATIVE
FB00625,E092,S0017,2,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00626,E085,S0382,4,"For this event, Great event with practical examples.",POSITIVE
FB00627,E037,S0310,2,"For this event, The content was as expected.",NEUTRAL
FB00628,E031,S0466,3,"Overall, The session was average.",NEUTRAL
FB00629,E071,S0289,4,"For this event, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00630,E028,S0268,5,"For this event, The speaker explained the concepts clearly.",POSITIVE
FB00631,E041,S0375,5,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00632,E040,S0064,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00633,E076,S0162,5,The session was well organized and useful.,POSITIVE
FB00634,E070,S0201,1,The venue was uncomfortable and crowded.,NEGATIVE
FB00635,E065,S0058,4,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00636,E045,S0095,3,"Overall, The event was fine.",NEUTRAL
FB00637,E010,S0352,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00638,E076,S0126,1,The session was not useful.,NEGATIVE
FB00639,E083,S0322,3,"Overall, The content was as expected.",NEUTRAL
FB00640,E068,S0313,5,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00641,E008,S0263,4,"From my experience, I really enjoyed this event and learned a lot.",POSITIVE
FB00642,E007,S0180,2,"Overall, The event started very late.",NEGATIVE
FB00643,E009,S0171,1,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00644,E080,S0002,3,"For this event, The event was conducted normally.",NEUTRAL
FB00645,E024,S0445,4,The workshop was excellent and very informative.,POSITIVE
FB00646,E053,S0349,4,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00647,E027,S0402,2,"From my experience, The venue was too crowded.",NEGATIVE
FB00648,E075,S0025,2,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00649,E075,S0250,4,"Overall, Great event with practical examples.",POSITIVE
FB00650,E028,S0039,5,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00651,E094,S0158,4,"Overall, The session was well organized and useful.",POSITIVE
FB00652,E088,S0046,4,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00653,E041,S0437,4,"From my experience, The session was well organized and useful.",POSITIVE
FB00654,E090,S0188,2,"From my experience, The event was disappointing.",NEGATIVE
FB00655,E019,S0474,1,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00656,E015,S0188,4,The workshop was excellent and very informative.,POSITIVE
FB00657,E012,S0379,5,"Overall, The session was well organized and useful.",POSITIVE
FB00658,E091,S0209,3,"In my opinion, The workshop was okay.",NEUTRAL
FB00659,E030,S0135,2,"For this event, The organization was poor.",NEGATIVE
FB00660,E009,S0479,2,The speaker did not explain the topic clearly.,NEGATIVE
FB00661,E036,S0384,5,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00662,E031,S0395,2,The event started very late.,NEGATIVE
FB00663,E024,S0481,4,The session was well organized and useful.,POSITIVE
FB00664,E086,S0207,2,"From my experience, The workshop was okay.",NEUTRAL
FB00665,E062,S0368,3,The session was satisfactory.,NEUTRAL
FB00666,E081,S0019,1,"From my experience, The venue was too crowded.",NEGATIVE
FB00667,E004,S0034,2,"For this event, The workshop was okay.",NEUTRAL
FB00668,E099,S0108,2,The workshop was okay.,NEUTRAL
FB00669,E091,S0432,3,"For this event, The event was fine.",NEUTRAL
FB00670,E025,S0498,1,"Overall, The event was disappointing.",NEGATIVE
FB00671,E098,S0034,5,I really enjoyed this event and learned a lot.,POSITIVE
FB00672,E043,S0080,5,I really enjoyed this event and learned a lot.,POSITIVE
FB00673,E088,S0156,2,"In my opinion, The organization was poor.",NEGATIVE
FB00674,E042,S0414,5,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00675,E015,S0425,4,The content was interesting and engaging.,POSITIVE
FB00676,E030,S0295,4,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00677,E075,S0321,2,"Overall, There were problems with the arrangements.",NEGATIVE
FB00678,E010,S0213,5,"From my experience, The speaker explained the concepts clearly.",POSITIVE
FB00679,E056,S0386,2,The organization was poor.,NEGATIVE
FB00680,E092,S0298,4,"In my opinion, The session was well organized and useful.",POSITIVE
FB00681,E071,S0375,2,"For this event, The event started very late.",NEGATIVE
FB00682,E003,S0107,5,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00683,E083,S0056,4,"From my experience, The session was well organized and useful.",POSITIVE
FB00684,E079,S0106,5,"Overall, The session was well organized and useful.",POSITIVE
FB00685,E077,S0460,5,The session was well organized and useful.,POSITIVE
FB00686,E096,S0041,2,"In my opinion, The event started very late.",NEGATIVE
FB00687,E051,S0461,2,"For this event, There were problems with the arrangements.",NEGATIVE
FB00688,E055,S0437,4,"From my experience, Great event with practical examples.",POSITIVE
FB00689,E001,S0230,4,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00690,E008,S0441,5,The speaker explained the concepts clearly.,POSITIVE
FB00691,E007,S0109,4,Great event with practical examples.,POSITIVE
FB00692,E008,S0014,4,Great event with practical examples.,POSITIVE
FB00693,E046,S0266,4,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00694,E001,S0039,1,There were problems with the arrangements.,NEGATIVE
FB00695,E066,S0223,5,"Overall, The event was very helpful for my studies.",POSITIVE
FB00696,E094,S0462,1,"From my experience, The venue was uncomfortable and crowded.",NEGATIVE
FB00697,E067,S0500,1,"From my experience, The speaker did not explain the topic clearly.",NEGATIVE
FB00698,E059,S0258,5,The content was interesting and engaging.,POSITIVE
FB00699,E012,S0170,2,"Overall, The workshop covered the expected topics.",NEUTRAL
FB00700,E031,S0177,1,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00701,E100,S0499,2,"Overall, The event was disappointing.",NEGATIVE
FB00702,E051,S0165,4,"From my experience, The content was interesting and engaging.",POSITIVE
FB00703,E069,S0075,2,"From my experience, The session was satisfactory.",NEUTRAL
FB00704,E018,S0037,4,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00705,E087,S0224,2,"From my experience, The venue was too crowded.",NEGATIVE
FB00706,E007,S0084,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00707,E046,S0376,3,The event was neither good nor bad.,NEUTRAL
FB00708,E015,S0396,2,The event was disappointing.,NEGATIVE
FB00709,E087,S0455,3,"From my experience, The workshop covered the expected topics.",NEUTRAL
FB00710,E024,S0390,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00711,E033,S0110,2,The session was average.,NEUTRAL
FB00712,E048,S0374,3,"From my experience, The session was satisfactory.",NEUTRAL
FB00713,E094,S0255,3,"For this event, The content was as expected.",NEUTRAL
FB00714,E098,S0230,5,"In my opinion, The session was well organized and useful.",POSITIVE
FB00715,E009,S0228,1,"In my opinion, The session was not useful.",NEGATIVE
FB00716,E042,S0199,2,"For this event, The session was satisfactory.",NEUTRAL
FB00717,E031,S0160,4,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00718,E064,S0491,2,The workshop covered the expected topics.,NEUTRAL
FB00719,E063,S0481,5,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00720,E001,S0178,5,"From my experience, The speaker explained the concepts clearly.",POSITIVE
FB00721,E097,S0420,2,"In my opinion, The content was as expected.",NEUTRAL
FB00722,E033,S0284,2,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00723,E099,S0183,1,"In my opinion, The event was disappointing.",NEGATIVE
FB00724,E091,S0462,4,"Overall, Great event with practical examples.",POSITIVE
FB00725,E009,S0132,2,"In my opinion, The event was fine.",NEUTRAL
FB00726,E005,S0434,3,"From my experience, The event was conducted normally.",NEUTRAL
FB00727,E054,S0396,5,"For this event, Great event with practical examples.",POSITIVE
FB00728,E011,S0402,2,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00729,E058,S0051,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00730,E031,S0330,4,"Overall, Great event with practical examples.",POSITIVE
FB00731,E043,S0460,2,"Overall, The session was average.",NEUTRAL
FB00732,E033,S0108,2,"Overall, The session was average.",NEUTRAL
FB00733,E029,S0061,4,"From my experience, Great event with practical examples.",POSITIVE
